//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
g	975	493	5	5	0	0	30s	100	1	6830
g	951	462	5	5	0	0	30s	100	1	6830
g	975	413	5	5	0	0	30s	100	1	6830
g	1005	537	5	5	0	0	30s	100	1	6830
g	1037	519	5	5	0	0	30s	100	1	6830
g	1070	533	5	5	0	0	30s	100	1	6830
g	1114	528	5	5	0	0	30s	100	1	6830
g	1119	479	5	5	0	0	30s	100	1	6830
g	1097	458	5	5	0	0	30s	100	1	6830
g	1122	421	5	5	0	0	30s	100	1	6830
g	1094	385	5	5	0	0	30s	100	1	6830
g	1120	349	5	5	0	0	30s	100	1	6830
g	1148	540	5	5	0	0	30s	100	1	6830
g	1178	519	5	5	0	0	30s	100	1	6830
g	1217	538	5	5	0	0	30s	100	1	6830
g	1252	518	5	5	0	0	30s	100	1	6830
g	1290	546	5	5	0	0	30s	100	1	6830
g	1336	525	5	5	0	0	30s	100	1	6830
g	1333	483	5	5	0	0	30s	100	1	6830
g	1307	462	5	5	0	0	30s	100	1	6830
g	1337	440	5	5	0	0	30s	100	1	6830
g	1317	412	5	5	0	0	30s	100	1	6830
g	1340	391	5	5	0	0	30s	100	1	6830
g	1327	344	5	5	0	0	30s	100	1	6830
g	1328	302	5	5	0	0	30s	100	1	6830
g	1338	270	5	5	0	0	30s	100	1	6830
g	1316	243	5	5	0	0	30s	100	1	6830
g	1335	220	5	5	0	0	30s	100	1	6830
g	1327	191	5	5	0	0	30s	100	1	6830
g	1325	156	5	5	0	0	30s	100	1	6830
g	1447	177	5	5	0	0	30s	100	1	6830
g	1422	136	5	5	0	0	30s	100	1	6830
g	1428	365	5	5	0	0	30s	100	1	6830
g	1396	529	5	5	0	0	30s	100	1	6830
g	1436	527	5	5	0	0	30s	100	1	6830
g	1389	589	5	5	0	0	30s	100	1	6830
g	1406	567	5	5	0	0	30s	100	1	6830
g	1385	619	5	5	0	0	30s	100	1	6830
g	1402	641	5	5	0	0	30s	100	1	6830
g	1389	669	5	5	0	0	30s	100	1	6830
g	1363	669	5	5	0	0	30s	100	1	6830
g	1329	686	5	5	0	0	30s	100	1	6830
g	1300	667	5	5	0	0	30s	100	1	6830
g	1282	664	5	5	0	0	30s	100	1	6830
g	1187	666	5	5	0	0	30s	100	1	6830
g	1212	686	5	5	0	0	30s	100	1	6830
g	1139	682	5	5	0	0	30s	100	1	6830
g	1095	713	5	5	0	0	30s	100	1	6830
g	1097	762	5	5	0	0	30s	100	1	6830
g	1116	792	5	5	0	0	30s	100	1	6830
g	1093	820	5	5	0	0	30s	100	1	6830
g	1094	867	5	5	0	0	30s	100	1	6830
g	1119	964	5	5	0	0	30s	100	1	6830
g	1110	928	5	5	0	0	30s	100	1	6830
g	1146	938	5	5	0	0	30s	100	1	6830
g	1186	919	5	5	0	0	30s	100	1	6830
g	1217	943	5	5	0	0	30s	100	1	6830
g	1248	965	5	5	0	0	30s	100	1	6830
g	1265	998	5	5	0	0	30s	100	1	6830
g	1237	986	5	5	0	0	30s	100	1	6830
g	1244	1024	5	5	0	0	30s	100	1	6830
g	1253	1040	5	5	0	0	30s	100	1	6830
g	1255	1062	5	5	0	0	30s	100	1	6830
g	1320	922	5	5	0	0	30s	100	1	6830
g	1349	943	5	5	0	0	30s	100	1	6830
g	1397	929	5	5	0	0	30s	100	1	6830
g	1259	933	5	5	0	0	30s	100	1	6830
g	1243	918	5	5	0	0	30s	100	1	6830
g	1388	865	5	5	0	0	30s	100	1	6830
g	1385	835	5	5	0	0	30s	100	1	6830
g	1405	796	5	5	0	0	30s	100	1	6830
g	486	818	5	5	0	0	30s	100	1	6830
g	486	849	5	5	0	0	30s	100	1	6830
g	479	880	5	5	0	0	30s	100	1	6830
g	485	903	5	5	0	0	30s	100	1	6830
g	503	898	5	5	0	0	30s	100	1	6830
g	501	879	5	5	0	0	30s	100	1	6830
g	480	931	5	5	0	0	30s	100	1	6830
g	489	963	5	5	0	0	30s	100	1	6830
g	488	999	5	5	0	0	30s	100	1	6830
g	528	998	5	5	0	0	30s	100	1	6830
g	564	999	5	5	0	0	30s	100	1	6830
g	598	988	5	5	0	0	30s	100	1	6830
g	639	1007	5	5	0	0	30s	100	1	6830
g	642	962	5	5	0	0	30s	100	1	6830
g	633	947	5	5	0	0	30s	100	1	6830
g	649	920	5	5	0	0	30s	100	1	6830
g	579	880	5	5	0	0	30s	100	1	6830
g	524	888	5	5	0	0	30s	100	1	6830
g	598	898	5	5	0	0	30s	100	1	6830
g	633	883	5	5	0	0	30s	100	1	6830
g	654	893	5	5	0	0	30s	100	1	6830
g	628	901	5	5	0	0	30s	100	1	6830
g	675	888	5	5	0	0	30s	100	1	6830
g	697	889	5	5	0	0	30s	100	1	6830
g	637	845	5	5	0	0	30s	100	1	6830
g	634	815	5	5	0	0	30s	100	1	6830
g	634	780	5	5	0	0	30s	100	1	6830
g	674	783	5	5	0	0	30s	100	1	6830
g	727	771	5	5	0	0	30s	100	1	6830
g	773	792	5	5	0	0	30s	100	1	6830
g	824	736	5	5	0	0	30s	100	1	6830
g	809	708	5	5	0	0	30s	100	1	6830
g	624	704	5	5	0	0	30s	100	1	6830
g	565	777	5	5	0	0	30s	100	1	6830
g	390	792	5	5	0	0	30s	100	1	6830
g	425	788	5	5	0	0	30s	100	1	6830
g	447	768	5	5	0	0	30s	100	1	6830
g	1418	930	5	5	0	0	30s	100	1	6830
g	1458	923	5	5	0	0	30s	100	1	6830
g	1478	935	5	5	0	0	30s	100	1	6830
g	1511	920	5	5	0	0	30s	100	1	6830
g	1406	879	5	5	0	0	30s	100	1	6830
g	1402	828	5	5	0	0	30s	100	1	6830
g	1438	778	5	5	0	0	30s	100	1	6830
g	1486	790	5	5	0	0	30s	100	1	6830
g	1510	735	5	5	0	0	30s	100	1	6830
g	1497	698	5	5	0	0	30s	100	1	6830
g	1522	659	5	5	0	0	30s	100	1	6830
g	1496	630	5	5	0	0	30s	100	1	6830
g	1517	606	5	5	0	0	30s	100	1	6830
g	1492	589	5	5	0	0	30s	100	1	6830
g	1519	559	5	5	0	0	30s	100	1	6830
g	1463	523	5	5	0	0	30s	100	1	6830
g	1513	523	5	5	0	0	30s	100	1	6830
g	1493	531	5	5	0	0	30s	100	1	6830
g	1519	488	5	5	0	0	30s	100	1	6830
g	1495	465	5	5	0	0	30s	100	1	6830
g	1522	438	5	5	0	0	30s	100	1	6830
g	1495	412	5	5	0	0	30s	100	1	6830
g	1499	376	5	5	0	0	30s	100	1	6830
g	1519	391	5	5	0	0	30s	100	1	6830
g	1517	340	5	5	0	0	30s	100	1	6830
g	1512	313	5	5	0	0	30s	100	1	6830
g	1479	308	5	5	0	0	30s	100	1	6830
g	868	1435	5	5	0	0	30s	100	1	6830
g	889	1446	5	5	0	0	30s	100	1	6830
g	912	1408	5	5	0	0	30s	100	1	6830
g	893	1370	5	5	0	0	30s	100	1	6830
g	940	1380	5	5	0	0	30s	100	1	6830
g	981	1359	5	5	0	0	30s	100	1	6830
g	1002	1383	5	5	0	0	30s	100	1	6830
g	1000	1415	5	5	0	0	30s	100	1	6830
g	1019	1437	5	5	0	0	30s	100	1	6830
g	1046	1455	5	5	0	0	30s	100	1	6830
g	1074	1433	5	5	0	0	30s	100	1	6830
g	1095	1458	5	5	0	0	30s	100	1	6830
g	1128	1436	5	5	0	0	30s	100	1	6830
g	1150	1460	5	5	0	0	30s	100	1	6830
g	1178	1437	5	5	0	0	30s	100	1	6830
g	1019	1491	5	5	0	0	30s	100	1	6830
g	975	1441	5	5	0	0	30s	100	1	6830
g	941	1450	5	5	0	0	30s	100	1	6830
g	495	127	5	5	0	0	30s	100	1	6831
g	653	132	5	5	0	0	30s	100	1	6831
g	644	115	5	5	0	0	30s	100	1	6831
g	516	126	5	5	0	0	30s	100	1	6831
g	504	156	5	5	0	0	30s	100	1	6831
g	489	192	5	5	0	0	30s	100	1	6831
g	425	196	5	5	0	0	30s	100	1	6831
g	434	209	5	5	0	0	30s	100	1	6831
g	410	203	5	5	0	0	30s	100	1	6831
g	283	199	5	5	0	0	30s	100	1	6831
g	286	217	5	5	0	0	30s	100	1	6831
g	269	196	5	5	0	0	30s	100	1	6831
g	280	186	5	5	0	0	30s	100	1	6831
g	224	378	5	5	0	0	30s	100	1	6831
g	200	386	5	5	0	0	30s	100	1	6831
g	143	380	5	5	0	0	30s	100	1	6831
g	424	382	5	5	0	0	30s	100	1	6831
g	436	370	5	5	0	0	30s	100	1	6831
g	136	371	5	5	0	0	30s	100	1	6831
g	58	584	5	5	0	0	30s	100	1	6831
g	67	616	5	5	0	0	30s	100	1	6831
g	83	598	5	5	0	0	30s	100	1	6831
g	280	589	5	5	0	0	30s	100	1	6831
g	284	613	5	5	0	0	30s	100	1	6831
g	289	736	5	5	0	0	30s	100	1	6831
g	275	750	5	5	0	0	30s	100	1	6831
g	289	757	5	5	0	0	30s	100	1	6831
g	72	744	5	5	0	0	30s	100	1	6831
g	60	743	5	5	0	0	30s	100	1	6831
g	67	759	5	5	0	0	30s	100	1	6831
g	389	775	5	5	0	0	30s	100	1	6831
g	373	792	5	5	0	0	30s	100	1	6831
g	476	785	5	5	0	0	30s	100	1	6831
g	496	788	5	5	0	0	30s	100	1	6831
g	488	770	5	5	0	0	30s	100	1	6831
g	482	897	5	5	0	0	30s	100	1	6831
g	492	890	5	5	0	0	30s	100	1	6831
g	489	871	5	5	0	0	30s	100	1	6831
g	621	885	5	5	0	0	30s	100	1	6831
g	637	899	5	5	0	0	30s	100	1	6831
g	642	877	5	5	0	0	30s	100	1	6831
g	690	899	5	5	0	0	30s	100	1	6831
g	664	877	5	5	0	0	30s	100	1	6831
g	498	936	5	5	0	0	30s	100	1	6831
g	487	993	5	5	0	0	30s	100	1	6831
g	587	1007	5	5	0	0	30s	100	1	6831
g	760	988	5	5	0	0	30s	100	1	6831
g	750	1007	5	5	0	0	30s	100	1	6831
g	777	1011	5	5	0	0	30s	100	1	6831
g	695	1100	5	5	0	0	30s	100	1	6831
g	803	779	5	5	0	0	30s	100	1	6831
g	828	789	5	5	0	0	30s	100	1	6831
g	813	780	5	5	0	0	30s	100	1	6831
g	631	789	5	5	0	0	30s	100	1	6831
g	650	778	5	5	0	0	30s	100	1	6831
g	626	775	5	5	0	0	30s	100	1	6831
g	637	668	5	5	0	0	30s	100	1	6831
g	641	685	5	5	0	0	30s	100	1	6831
g	807	673	5	5	0	0	30s	100	1	6831
g	826	674	5	5	0	0	30s	100	1	6831
g	810	656	5	5	0	0	30s	100	1	6831
g	806	523	5	5	0	0	30s	100	1	6831
g	832	531	5	5	0	0	30s	100	1	6831
g	815	529	5	5	0	0	30s	100	1	6831
g	819	511	5	5	0	0	30s	100	1	6831
g	953	515	5	5	0	0	30s	100	1	6831
g	976	520	5	5	0	0	30s	100	1	6831
g	959	529	5	5	0	0	30s	100	1	6831
g	949	376	5	5	0	0	30s	100	1	6831
g	957	389	5	5	0	0	30s	100	1	6831
g	967	380	5	5	0	0	30s	100	1	6831
g	1099	314	5	5	0	0	30s	100	1	6831
g	1095	297	5	5	0	0	30s	100	1	6831
g	1106	303	5	5	0	0	30s	100	1	6831
g	1096	521	5	5	0	0	30s	100	1	6831
g	1110	533	5	5	0	0	30s	100	1	6831
g	1118	520	5	5	0	0	30s	100	1	6831
g	1314	523	5	5	0	0	30s	100	1	6831
g	1332	532	5	5	0	0	30s	100	1	6831
g	1331	512	5	5	0	0	30s	100	1	6831
g	1391	522	5	5	0	0	30s	100	1	6831
g	1387	539	5	5	0	0	30s	100	1	6831
g	1412	534	5	5	0	0	30s	100	1	6831
g	1254	674	5	5	0	0	30s	100	1	6831
g	1237	669	5	5	0	0	30s	100	1	6831
g	1264	677	5	5	0	0	30s	100	1	6831
g	1239	926	5	5	0	0	30s	100	1	6831
g	1259	925	5	5	0	0	30s	100	1	6831
g	1278	927	5	5	0	0	30s	100	1	6831
g	1394	921	5	5	0	0	30s	100	1	6831
g	1406	936	5	5	0	0	30s	100	1	6831
g	1382	930	5	5	0	0	30s	100	1	6831
g	1104	923	5	5	0	0	30s	100	1	6831
g	1119	937	5	5	0	0	30s	100	1	6831
g	1101	937	5	5	0	0	30s	100	1	6831
g	1311	303	5	5	0	0	30s	100	1	6831
g	1327	307	5	5	0	0	30s	100	1	6831
g	1327	318	5	5	0	0	30s	100	1	6831
g	1423	308	5	5	0	0	30s	100	1	6831
g	1442	311	5	5	0	0	30s	100	1	6831
g	1430	299	5	5	0	0	30s	100	1	6831
g	1313	117	5	5	0	0	30s	100	1	6831
g	1341	132	5	5	0	0	30s	100	1	6831
g	1317	128	5	5	0	0	30s	100	1	6831
g	995	1453	5	5	0	0	30s	100	1	6831
g	1005	1432	5	5	0	0	30s	100	1	6831
g	1009	1448	5	5	0	0	30s	100	1	6831
g	894	1434	5	5	0	0	30s	100	1	6831
g	908	1433	5	5	0	0	30s	100	1	6831
g	900	1444	5	5	0	0	30s	100	1	6831
g	1506	529	5	5	0	0	30s	100	1	6831
g	1500	518	5	5	0	0	30s	100	1	6831
g	1516	533	5	5	0	0	30s	100	1	6831
g	290	604	5	5	0	0	30s	100	1	6831
g	282	745	5	5	0	0	30s	100	1	6831
g	1094	671	5	5	0	0	30s	100	1	6831
g	1108	675	5	5	0	0	30s	100	1	6831
g	1106	666	5	5	0	0	30s	100	1	6831
g	1324	230	5	5	0	0	30s	100	1	6831
g	160	460	5	5	0	0	30s	100	1	6832
g	217	462	5	5	0	0	30s	100	1	6832
g	219	423	5	5	0	0	30s	100	1	6832
g	415	518	5	5	0	0	30s	100	1	6832
g	531	537	5	5	0	0	30s	100	1	6832
g	518	415	5	5	0	0	30s	100	1	6832
g	73	648	5	5	0	0	30s	100	1	6832
g	72	714	5	5	0	0	30s	100	1	6832
g	20	748	5	5	0	0	30s	100	1	6832
g	66	813	5	5	0	0	30s	100	1	6832
g	72	789	5	5	0	0	30s	100	1	6832
g	211	740	5	5	0	0	30s	100	1	6832
g	148	745	5	5	0	0	30s	100	1	6832
g	270	803	5	5	0	0	30s	100	1	6832
g	281	653	5	5	0	0	30s	100	1	6832
g	301	533	5	5	0	0	30s	100	1	6832
g	435	530	5	5	0	0	30s	100	1	6832
g	438	302	5	5	0	0	30s	100	1	6832
g	424	254	5	5	0	0	30s	100	1	6832
g	569	118	5	5	0	0	30s	100	1	6832
g	508	75	5	5	0	0	30s	100	1	6832
g	439	54	5	5	0	0	30s	100	1	6832
g	418	61	5	5	0	0	30s	100	1	6832
g	369	51	5	5	0	0	30s	100	1	6832
g	337	66	5	5	0	0	30s	100	1	6832
g	303	52	5	5	0	0	30s	100	1	6832
g	278	97	5	5	0	0	30s	100	1	6832
g	299	118	5	5	0	0	30s	100	1	6832
g	267	145	5	5	0	0	30s	100	1	6832
g	1316	172	5	5	0	0	30s	100	1	6832
g	1326	205	5	5	0	0	30s	100	1	6832
g	1440	342	5	5	0	0	30s	100	1	6832
g	1433	253	5	5	0	0	30s	100	1	6832
g	1434	165	5	5	0	0	30s	100	1	6832
g	1459	533	5	5	0	0	30s	100	1	6832
g	1441	537	5	5	0	0	30s	100	1	6832
g	1405	594	5	5	0	0	30s	100	1	6832
g	1401	620	5	5	0	0	30s	100	1	6832
g	1390	680	5	5	0	0	30s	100	1	6832
g	1242	719	5	5	0	0	30s	100	1	6832
g	1243	770	5	5	0	0	30s	100	1	6832
g	1264	792	5	5	0	0	30s	100	1	6832
g	1243	819	5	5	0	0	30s	100	1	6832
g	1260	840	5	5	0	0	30s	100	1	6832
g	1244	859	5	5	0	0	30s	100	1	6832
g	1264	893	5	5	0	0	30s	100	1	6832
g	1167	919	5	5	0	0	30s	100	1	6832
g	1096	987	5	5	0	0	30s	100	1	6832
g	1048	991	5	5	0	0	30s	100	1	6832
g	1022	990	5	5	0	0	30s	100	1	6832
g	997	1011	5	5	0	0	30s	100	1	6832
g	970	992	5	5	0	0	30s	100	1	6832
g	946	1012	5	5	0	0	30s	100	1	6832
g	919	988	5	5	0	0	30s	100	1	6832
g	884	971	5	5	0	0	30s	100	1	6832
g	899	938	5	5	0	0	30s	100	1	6832
g	877	912	5	5	0	0	30s	100	1	6832
g	897	879	5	5	0	0	30s	100	1	6832
g	871	854	5	5	0	0	30s	100	1	6832
g	891	826	5	5	0	0	30s	100	1	6832
g	891	785	5	5	0	0	30s	100	1	6832
g	873	786	5	5	0	0	30s	100	1	6832
g	705	791	5	5	0	0	30s	100	1	6832
g	747	770	5	5	0	0	30s	100	1	6832
g	527	790	5	5	0	0	30s	100	1	6832
g	711	672	5	5	0	0	30s	100	1	6832
g	716	515	5	5	0	0	30s	100	1	6832
g	846	1450	5	5	0	0	30s	100	1	6832
g	859	1442	5	5	0	0	30s	100	1	6832
g	945	1437	5	5	0	0	30s	100	1	6832
g	966	1360	5	5	0	0	30s	100	1	6832
g	678	1215	5	5	0	0	30s	100	1	6832
g	699	1173	5	5	0	0	30s	100	1	6832
g	674	1154	5	5	0	0	30s	100	1	6832
g	698	1127	5	5	0	0	30s	100	1	6832
g	679	1113	5	5	0	0	30s	100	1	6832
g	720	1116	5	5	0	0	30s	100	1	6832
g	745	1095	5	5	0	0	30s	100	1	6832
g	750	1064	5	5	0	0	30s	100	1	6832
g	776	1030	5	5	0	0	30s	100	1	6832
g	695	983	5	5	0	0	30s	100	1	6832
g	725	1007	5	5	0	0	30s	100	1	6832
g	747	964	5	5	0	0	30s	100	1	6832
g	773	934	5	5	0	0	30s	100	1	6832
g	751	915	5	5	0	0	30s	100	1	6832
g	772	886	5	5	0	0	30s	100	1	6832
g	770	866	5	5	0	0	30s	100	1	6832
g	750	861	5	5	0	0	30s	100	1	6832
g	554	881	5	5	0	0	30s	100	1	6832
g	555	898	5	5	0	0	30s	100	1	6832
g	628	928	5	5	0	0	30s	100	1	6832
g	630	972	5	5	0	0	30s	100	1	6832
g	629	993	5	5	0	0	30s	100	1	6832
g	607	1010	5	5	0	0	30s	100	1	6832
g	576	991	5	5	0	0	30s	100	1	6832
g	552	1006	5	5	0	0	30s	100	1	6832
g	538	983	5	5	0	0	30s	100	1	6832
g	506	1008	5	5	0	0	30s	100	1	6832
g	479	969	5	5	0	0	30s	100	1	6832
g	1508	933	5	5	0	0	30s	100	1	6832
g	1481	917	5	5	0	0	30s	100	1	6832
g	1454	939	5	5	0	0	30s	100	1	6832
g	1436	919	5	5	0	0	30s	100	1	6832
g	1396	769	5	5	0	0	30s	100	1	6832
g	1426	788	5	5	0	0	30s	100	1	6832
g	1517	782	5	5	0	0	30s	100	1	6832
g	1498	750	5	5	0	0	30s	100	1	6832
g	1497	711	5	5	0	0	30s	100	1	6832
g	1517	679	5	5	0	0	30s	100	1	6832
g	1505	596	5	5	0	0	30s	100	1	6832
g	1508	446	5	5	0	0	30s	100	1	6832
g	1508	399	5	5	0	0	30s	100	1	6832
g	1428	194	5	5	0	0	30s	100	1	6832
g	902	1388	5	5	0	0	30s	100	1	6833
g	1016	1376	5	5	0	0	30s	100	1	6833
g	1493	923	5	5	0	0	30s	100	1	6833
g	1339	927	5	5	0	0	30s	100	1	6833
g	1300	931	5	5	0	0	30s	100	1	6833
g	1251	999	5	5	0	0	30s	100	1	6833
g	1260	1031	5	5	0	0	30s	100	1	6833
g	1109	873	5	5	0	0	30s	100	1	6833
g	1104	837	5	5	0	0	30s	100	1	6833
g	1112	747	5	5	0	0	30s	100	1	6833
g	1103	598	5	5	0	0	30s	100	1	6833
g	1114	572	5	5	0	0	30s	100	1	6833
g	1106	461	5	5	0	0	30s	100	1	6833
g	1108	422	5	5	0	0	30s	100	1	6833
g	1108	373	5	5	0	0	30s	100	1	6833
g	1142	303	5	5	0	0	30s	100	1	6833
g	1143	318	5	5	0	0	30s	100	1	6833
g	637	523	5	5	0	0	30s	100	1	6833
g	1321	377	5	5	0	0	30s	100	1	6833
g	1326	436	5	5	0	0	30s	100	1	6833
g	1325	466	5	5	0	0	30s	100	1	6833
g	1359	531	5	5	0	0	30s	100	1	6833
g	1268	521	5	5	0	0	30s	100	1	6833
g	1235	526	5	5	0	0	30s	100	1	6833
g	1189	528	5	5	0	0	30s	100	1	6833
g	1103	434	5	5	0	0	30s	100	1	6833
g	730	527	5	5	0	0	30s	100	1	6833
g	233	743	5	5	0	0	30s	100	1	6833
g	290	740	5	5	0	0	30s	100	1	6833
g	282	688	5	5	0	0	30s	100	1	6833
g	229	600	5	5	0	0	30s	100	1	6833
g	187	602	5	5	0	0	30s	100	1	6833
g	130	599	5	5	0	0	30s	100	1	6833
g	57	679	5	5	0	0	30s	100	1	6833
g	76	533	5	5	0	0	30s	100	1	6833
g	63	394	5	5	0	0	30s	100	1	6833
g	100	389	5	5	0	0	30s	100	1	6833
g	121	378	5	5	0	0	30s	100	1	6833
g	134	394	5	5	0	0	30s	100	1	6833
g	131	443	5	5	0	0	30s	100	1	6833
g	199	466	5	5	0	0	30s	100	1	6833
g	1029	1003	5	5	0	0	30s	100	1	6833
g	1081	1011	5	5	0	0	30s	100	1	6833
g	1114	985	5	5	0	0	30s	100	1	6833
g	1104	910	5	5	0	0	30s	100	1	6833
g	1250	928	5	5	0	0	30s	100	1	6833
g	1260	977	5	5	0	0	30s	100	1	6833
g	1258	1018	5	5	0	0	30s	100	1	6833
g	1441	934	5	5	0	0	30s	100	1	6833
g	1392	846	5	5	0	0	30s	100	1	6833
g	1387	793	5	5	0	0	30s	100	1	6833
g	1423	775	5	5	0	0	30s	100	1	6833
g	1349	674	5	5	0	0	30s	100	1	6833
g	1306	674	5	5	0	0	30s	100	1	6833
g	766	908	5	5	0	0	30s	100	1	6833
g	757	945	5	5	0	0	30s	100	1	6833
g	763	999	5	5	0	0	30s	100	1	6833
g	638	886	5	5	0	0	30s	100	1	6833
g	495	883	5	5	0	0	30s	100	1	6833
g	487	785	5	5	0	0	30s	100	1	6833
g	640	787	5	5	0	0	30s	100	1	6833
g	819	778	5	5	0	0	30s	100	1	6833
g	817	675	5	5	0	0	30s	100	1	6833
g	970	527	5	5	0	0	30s	100	1	6833
g	957	383	5	5	0	0	30s	100	1	6833
g	1124	316	5	5	0	0	30s	100	1	6833
g	1428	318	5	5	0	0	30s	100	1	6833
g	1248	684	5	5	0	0	30s	100	1	6833
g	1116	675	5	5	0	0	30s	100	1	6833
g	1117	928	5	5	0	0	30s	100	1	6833
g	1390	933	5	5	0	0	30s	100	1	6833
g	1089	1001	5	5	0	0	30s	100	1	6833
g	1059	1015	5	5	0	0	30s	100	1	6833
g	979	1003	5	5	0	0	30s	100	1	6833
g	954	1005	5	5	0	0	30s	100	1	6833
g	904	1005	5	5	0	0	30s	100	1	6833
g	883	989	5	5	0	0	30s	100	1	6833
g	881	949	5	5	0	0	30s	100	1	6833
g	885	915	5	5	0	0	30s	100	1	6833
g	886	872	5	5	0	0	30s	100	1	6833
g	884	837	5	5	0	0	30s	100	1	6833
g	889	797	5	5	0	0	30s	100	1	6833
g	841	793	5	5	0	0	30s	100	1	6833
g	756	785	5	5	0	0	30s	100	1	6833
g	704	778	5	5	0	0	30s	100	1	6833
g	481	949	5	5	0	0	30s	100	1	6833
g	497	996	5	5	0	0	30s	100	1	6833
g	615	997	5	5	0	0	30s	100	1	6833
g	288	776	5	5	0	0	30s	100	1	6833
g	282	708	5	5	0	0	30s	100	1	6833
g	285	596	5	5	0	0	30s	100	1	6833
g	67	604	5	5	0	0	30s	100	1	6833
g	63	750	5	5	0	0	30s	100	1	6833
g	30	738	5	5	0	0	30s	100	1	6833
g	74	696	5	5	0	0	30s	100	1	6833
g	71	664	5	5	0	0	30s	100	1	6833
g	59	642	5	5	0	0	30s	100	1	6833
g	65	531	5	5	0	0	30s	100	1	6833
g	64	452	5	5	0	0	30s	100	1	6833
g	79	387	5	5	0	0	30s	100	1	6833
g	217	382	5	5	0	0	30s	100	1	6833
g	193	452	5	5	0	0	30s	100	1	6833
g	287	387	5	5	0	0	30s	100	1	6833
g	330	381	5	5	0	0	30s	100	1	6833
g	362	387	5	5	0	0	30s	100	1	6833
g	415	377	5	5	0	0	30s	100	1	6833
g	425	344	5	5	0	0	30s	100	1	6833
g	426	290	5	5	0	0	30s	100	1	6833
g	467	206	5	5	0	0	30s	100	1	6833
g	493	204	5	5	0	0	30s	100	1	6833
g	501	90	5	5	0	0	30s	100	1	6833
g	486	60	5	5	0	0	30s	100	1	6833
g	456	62	5	5	0	0	30s	100	1	6833
g	392	52	5	5	0	0	30s	100	1	6833
g	357	68	5	5	0	0	30s	100	1	6833
g	320	54	5	5	0	0	30s	100	1	6833
g	277	73	5	5	0	0	30s	100	1	6833
g	287	117	5	5	0	0	30s	100	1	6833
g	286	157	5	5	0	0	30s	100	1	6833
g	227	207	5	5	0	0	30s	100	1	6833
g	290	240	5	5	0	0	30s	100	1	6833
g	287	283	5	5	0	0	30s	100	1	6833
g	275	312	5	5	0	0	30s	100	1	6833
g	333	211	5	5	0	0	30s	100	1	6833
g	365	194	5	5	0	0	30s	100	1	6833
g	316	189	5	5	0	0	30s	100	1	6833
g	644	130	5	5	0	0	30s	100	1	6833
g	650	84	5	5	0	0	30s	100	1	6833
g	520	436	5	5	0	0	30s	100	1	6833
g	519	468	5	5	0	0	30s	100	1	6833
g	519	500	5	5	0	0	30s	100	1	6833
g	519	522	5	5	0	0	30s	100	1	6833
g	630	537	5	5	0	0	30s	100	1	6833
g	676	526	5	5	0	0	30s	100	1	6833
g	696	537	5	5	0	0	30s	100	1	6833
g	761	530	5	5	0	0	30s	100	1	6833
g	816	583	5	5	0	0	30s	100	1	6833
g	817	615	5	5	0	0	30s	100	1	6833
g	740	674	5	5	0	0	30s	100	1	6833
g	885	673	5	5	0	0	30s	100	1	6833
g	912	672	5	5	0	0	30s	100	1	6833
g	948	675	5	5	0	0	30s	100	1	6833
g	964	645	5	5	0	0	30s	100	1	6833
g	964	604	5	5	0	0	30s	100	1	6833
g	963	576	5	5	0	0	30s	100	1	6833
g	959	461	5	5	0	0	30s	100	1	6833
g	956	429	5	5	0	0	30s	100	1	6833
g	1059	527	5	5	0	0	30s	100	1	6833
g	1252	126	5	5	0	0	30s	100	1	6833
g	1276	126	5	5	0	0	30s	100	1	6833
g	1251	757	5	5	0	0	30s	100	1	6833
g	1255	815	5	5	0	0	30s	100	1	6833
g	1109	818	5	5	0	0	30s	100	1	6833
g	57	901	5	5	0	0	30s	100	1	6834
g	69	922	5	5	0	0	30s	100	1	6834
g	55	945	5	5	0	0	30s	100	1	6834
g	70	961	5	5	0	0	30s	100	1	6834
g	59	988	5	5	0	0	30s	100	1	6834
g	71	1018	5	5	0	0	30s	100	1	6834
g	56	1048	5	5	0	0	30s	100	1	6834
g	69	1079	5	5	0	0	30s	100	1	6834
g	56	1109	5	5	0	0	30s	100	1	6834
g	84	1108	5	5	0	0	30s	100	1	6834
g	110	1120	5	5	0	0	30s	100	1	6834
g	136	1107	5	5	0	0	30s	100	1	6834
g	155	1118	5	5	0	0	30s	100	1	6834
g	165	1143	5	5	0	0	30s	100	1	6834
g	146	1176	5	5	0	0	30s	100	1	6834
g	161	1204	5	5	0	0	30s	100	1	6834
g	144	1233	5	5	0	0	30s	100	1	6834
g	159	1265	5	5	0	0	30s	100	1	6834
g	59	1471	5	5	0	0	30s	100	1	6834
g	71	1442	5	5	0	0	30s	100	1	6834
g	57	1413	5	5	0	0	30s	100	1	6834
g	73	1382	5	5	0	0	30s	100	1	6834
g	56	1355	5	5	0	0	30s	100	1	6834
g	72	1321	5	5	0	0	30s	100	1	6834
g	58	1290	5	5	0	0	30s	100	1	6834
g	86	1301	5	5	0	0	30s	100	1	6834
g	109	1284	5	5	0	0	30s	100	1	6834
g	135	1302	5	5	0	0	30s	100	1	6834
g	191	1285	5	5	0	0	30s	100	1	6834
g	211	1300	5	5	0	0	30s	100	1	6834
